4.4167376,4.6793604,2.329746,2.678661,-1.39053,0.5107484,0.29194015,2.7918706,-4.8307905,7.893495,-0.12809038,3.8783844,-0.8910794,4.714747,-2.8823419,0.4087946,0.007658165,2.8596709,1.9076003,0.4780542
2.3023167,2.0742638,2.1478963,1.9519523,1.0932397,-4.994627,3.1612494,1.9089841,-2.401329,1.6399707,-0.68274033,-1.4438361,-6.587446,3.0588052,-5.451384,-6.926782,5.485796,3.160221,-1.3381922,-0.04018388
2.766977,-0.46217358,-4.966439,1.5230376,0.28138602,-8.271482,0.9499175,2.717428,-0.87823933,-0.31996405,2.3151255,3.3733473,0.0015443712,-0.42550808,-4.7401295,-3.8782046,3.3157418,3.6896453,-3.4724686,-0.06711636
2.2902,4.366279,2.0393188,4.1533895,-0.8550886,-6.6802025,5.201264,-3.112888,-1.8017831,0.5927483,0.758856,-1.5510988,-6.800014,-2.5960474,0.70897335,-3.8613763,6.7018394,9.078009,-6.5766463,2.9737453
4.50321,5.8621225,0.88608587,4.6740475,-4.2841434,-4.0408053,-2.7499492,-2.2476082,-6.260197,-7.997199,-0.21907434,5.4856668,-6.2519464,7.3711123,2.8462808,-7.006115,6.3726344,-0.84390354,1.994469,-5.7157626
0.021868981,4.7813635,6.402802,0.9961858,-0.23050918,-4.1606135,2.7643251,-2.2350707,0.5299198,0.51194155,2.1971512,2.6111755,-1.4120243,1.4727663,-2.7448556,-2.3545547,3.6267786,7.038223,-6.920587,-7.201735
2.2689312,5.1043086,4.4744644,1.4519601,-4.1790924,-3.4024324,4.0353255,-0.739856,-0.13168696,-1.8350848,2.3572614,-1.2941012,-7.8732944,2.7729247,0.43228975,-6.7839575,4.3214474,4.1893916,-1.241579,2.3012395
2.956708,0.062294364,0.27022266,1.200898,0.7072892,-0.517866,-2.09077,1.062339,-1.3262056,1.5101733,1.3234504,5.077233,-4.832368,2.5498006,-0.32040963,-3.4549806,3.373548,1.2352078,1.5830159,2.4482927
-0.56679666,0.86103904,0.31589663,1.1098746,-0.4659015,-4.529614,-1.1549588,1.0236615,1.3628736,-0.026442308,2.6247015,6.9052134,1.1897831,2.070015,1.0391594,-5.5148883,-0.6086161,-0.96704155,-1.1519613,4.0148563
-3.2142189,2.9022558,-2.4421742,-4.77194,3.2538133,-5.641419,1.9851978,-0.25876263,1.202806,-6.609876,2.3474302,7.524286,-10.914068,0.041927747,-0.078926936,5.675417,-5.2136946,4.511783,-0.45367533,1.6623513
0.71275944,3.414962,2.6781137,-2.089667,-3.6658022,-5.5305457,3.6631136,-1.8304994,0.7107874,-2.315185,3.1577191,1.9773664,-8.774735,-1.0196383,2.2301486,-6.741056,2.2545571,2.5705721,-0.43887284,3.7561693
1.7427055,3.6069748,4.5673275,-0.23592664,-3.8531375,0.23541781,3.3632023,-1.1894379,1.3152122,-0.5797932,5.4234,2.10283,-9.068069,1.8789543,-0.104918465,-8.3829155,5.815087,7.549432,-3.4652946,-0.13163194
5.5146646,-1.6285832,-6.686241,-2.4913323,3.8914206,0.5597167,0.033187684,-4.9900255,6.0703135,-3.2203236,2.2564163,0.23783807,-3.4403489,-2.3052003,-3.3505192,-4.6933084,6.9526114,2.4449725,-9.460501,-2.7128272
-0.3231105,-1.628193,1.0399075,7.922471,2.1430275,-14.042246,-2.6619632,-6.6984024,-3.1160867,2.3965483,4.826395,-5.562347,-3.3156545,0.8756363,-0.24447225,-0.63421965,4.982499,2.379696,4.681427,-2.689975
2.2974718,4.75344,3.9477682,0.72338474,-1.7043635,-4.881253,3.3489435,-1.8176342,-0.96036774,5.8529434,6.0546803,0.57124263,-3.106034,0.3125704,-0.92901707,-2.1871772,1.928371,6.446642,-5.6150208,-0.98206115
-0.7572433,-2.3778381,1.9298258,2.2839482,3.7234387,-4.3354163,4.692613,-0.6156324,1.9389217,-7.84803,4.036644,2.2786355,-0.73906374,0.5697752,2.5668566,-5.932975,-3.5216544,-3.984834,-11.313482,-1.5134165
1.8377068,7.813277,-0.5707152,0.60607755,-1.6937577,-4.197591,-2.172542,0.2720768,-2.1060514,3.7813075,2.638802,6.887817,-2.8722296,3.4216325,-1.5938082,1.4003406,-1.7279867,2.1807551,-0.33002073,3.8048992
2.443254,2.039881,3.4718943,4.1551337,0.08295189,-5.4791393,5.566272,1.3982791,1.1588545,-2.4712186,-4.073532,-1.0380123,-10.575407,-2.5245435,-0.5776886,-6.3457313,5.7500973,1.7391578,-2.5042942,-0.17779264
3.1751559,3.4732435,-1.6168832,1.4498203,2.6765513,-1.6408936,0.2987376,-0.91441715,-0.89162457,5.572158,2.453201,3.6651998,-0.9427559,3.7481697,-0.22545384,-3.2465541,2.8213332,2.0676112,4.4800787,4.669149
1.6287787,3.728927,2.7739122,3.4808128,-1.7316074,-3.391867,3.823901,-0.22778936,-3.997877,1.2370896,1.1371163,-4.2031536,-7.772176,1.9842583,-1.1414773,-5.480122,5.917403,3.5001302,-2.2388434,0.38258198
4.0744886,1.6507658,3.713655,2.586406,-1.2011958,-3.1071067,2.7252488,3.70755,-1.6451123,3.292911,-0.11389929,-1.522109,-3.5594118,0.81809515,-2.595889,-4.4594517,5.023103,4.037079,-2.4745708,1.4859979
-3.1260529,6.2552433,9.209472,-0.78014696,1.2470696,-1.9928397,4.2097797,-0.98562527,0.40218315,-0.8344922,5.039414,6.395269,2.6021612,3.184354,1.1285259,-4.430632,-3.5696385,1.5005184,0.36298808,8.100268
-0.009783529,3.5682812,-1.3985951,2.630408,-2.5647728,-7.087193,-2.3164718,-1.6634079,0.03405746,1.2848649,2.8021758,7.730426,7.8636203,2.4077408,-1.37755,-3.423648,1.9737124,-1.7489761,-2.2842352,0.3113809
-3.1949222,1.0511876,-2.5309317,0.17330717,1.2311915,-9.563052,1.963832,-1.5082382,-0.78215986,0.2692146,3.8384764,-4.363472,1.2215879,0.10122662,-0.8580247,-8.401098,6.9611354,9.975767,-8.43902,-0.26633987
-6.1166906,0.058562398,1.2605976,3.0333233,-0.366459,-3.431121,-4.1410837,0.28306016,0.29658076,1.4116676,0.03515381,0.8183916,0.4595396,6.972944,-6.6144943,-6.743996,-1.9811338,3.3460078,-1.097104,-1.4165874
2.2537537,5.01413,1.6114557,2.442404,-1.1696988,-4.305098,-1.4241055,-0.46095315,-2.322062,3.2465625,1.6409373,3.9687743,-0.27968007,2.418619,0.9657532,-2.5784564,1.0434792,1.5737519,-0.3122352,2.7146003
2.443462,-1.7882558,-2.4933867,3.1169329,-1.5594074,-7.6750383,1.2429885,1.1701298,-0.4576632,0.07067905,3.4876468,0.38655242,1.9206055,-0.45167607,-2.4730196,-6.1796618,3.5386074,2.3513815,-3.241811,-2.7677813
0.57325566,2.192437,-0.40656728,0.86781925,-1.8813415,-5.7540116,-1.0460435,0.30069646,-0.20810965,0.90219647,2.0799682,7.8372517,5.2171636,1.9071094,1.1089959,-4.613049,-0.30703023,2.6447277,-1.3359004,2.772066
2.522134,0.7519059,-0.98106694,3.2357075,0.51650786,-3.0722225,1.5285827,2.9668012,0.62224346,4.0251517,2.546174,4.431106,1.434792,1.0497433,-0.9438719,-1.1823351,1.5243822,2.463321,2.9300582,-1.70853
1.4947143,6.5400686,8.775248,1.0569302,-3.9445746,-1.6997014,1.092971,1.1165708,-1.2277626,-0.061158795,3.977505,3.8213494,-4.2945557,2.4963877,1.9454309,-9.91917,3.974263,6.7142563,0.27666157,-2.941142
-1.195923,4.576894,2.7653637,1.2799146,-1.7926122,-5.5730267,-1.9824983,0.5279792,2.0768359,-0.98850477,3.3903072,7.5165286,3.1955614,3.545863,-0.845049,-4.572231,-2.3289688,2.674642,0.4862382,1.5633029
-0.5933092,-1.3062282,-2.4897418,3.2811644,-1.0328077,0.14936885,-4.337205,3.3697102,-1.0701619,-1.0364008,-1.1530079,3.7601871,1.5725315,0.8712847,4.548265,-2.1909053,1.9900943,-2.1362271,3.1811635,-1.3203099
2.1339207,-2.0891778,-0.05490316,1.2666817,6.43531,5.6372247,2.0153885,-3.5658202,-2.1459277,2.5010502,0.2925183,1.8669043,-4.804069,1.9126643,-0.41427654,1.8779392,1.5752792,1.7532701,-6.9560266,-2.9897923
-2.1010048,3.0867674,7.887492,-0.7243838,-1.5430626,-4.4425793,6.5421023,-3.7254376,1.0146244,-3.285857,0.56721836,4.608518,-1.7525789,2.152292,1.6085459,-1.5953001,-0.7055245,1.5087295,-5.7861943,-2.6774917
1.071262,1.1296314,3.4417179,-0.7731411,-1.9811825,-1.8696285,1.1657244,4.1055646,-3.1168993,4.4499764,0.61380136,-0.24723245,-7.5461917,0.69704336,-1.1167761,-1.8143557,0.891846,3.7241862,-1.0863479,2.3065107
-0.35325825,2.2860258,0.22498773,3.8727472,-0.9741311,-1.740565,0.413051,1.2974528,-0.08837316,2.2506413,4.999916,8.305281,0.78036314,2.3501227,-2.1533163,-2.1347752,-0.36826724,2.2745492,0.18970624,2.299203
